"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-10932584","41","41","11974 Shakerwood Lane","2","1","","2023-11-01","330000.00","W","","73414410100440040","2024-01-12","325000.00","1577.00","1577.00","2023-12-12","","1981","","","Yes","","Partial","Partial","Seller is very motivated, bring all offers!!    Welcome to this beautifully updated townhouse! It features two master bedrooms, 2.5 baths, and a bonus room. The entire home has been tastefully upgraded with modern touches, including a brand new AC system, hot water heater, sleek stainless steel appliances, and pristine quartz countertops. Additionally, this townhouse offers reverse osmosis for clean water, impact windows with hurricane panels, energy-efficient outlets and LED high hat lighting, and a meticulously sealed patio area. Located in the pet-friendly French Quarter community, it's a move-in ready beauty.","5520","","0.00","","FRENCH QUARTER 3","FHA","33414","2.10","Wellington","","Wellington High Sch","M","1195.00","No","FRENCH QUARTER NO 3 LT 4 BLK 44","","FL","11974","2022","2645.17","2","2.00","","","440000.00","","","TH","26.657337","-80.234746","448.00","No","No","C","2024-01-16","","","","","","","","","","","","","","","","Yes","","","","N","","Lisa Rauso","Prime Time Realty LLC (276666076)","Jordan Disney","Keller Williams Realty - Welli (608305)",""
"RX-10906444","121","121","2083 Wightman Drive","2","0","","2023-07-24","1400000.00","NE","","73414414040010060","2023-12-21","1280000.00","1713.00","2384.00","2023-11-22","","1981","","","Yes","","Complete","","Stunning ultra private waterfront villa. Gorgeous professionally landscaped English garden type setting as you enter your private courtyard.  This property also has been beautifully customized with 3 different buildouts that make this villa larger and even more charming.  Inside you will find beautiful dark hardwood floors, updated kitchen with large marble center island and gorgeous vaulted ceilings.  This completely open floor plan also has a custom office built off the main living area, and an added pantry area. There is also a one car garage and private driveway.   This home has all impact glass windows and sliding doors that provide amazing private views.  There is also a large screened in lanai.   This beautiful villa is a must see in the Palm Beach Polo and Country Club.","5520","","1.00","","GOLF AND TENNIS VILLAGE PH 2A","Cash","33414","2.00","Wellington","N","","M","5169.00","No","GOLF & TENNIS VILLAGE PH 2A OFPALM BEACH POLO & COUNTRY CLUB WELLINGTON LOT 6 PARCEL A","N","FL","2083","2022","15032.80","2","1.00","1","","1400000.00","","","VL","26.65036","-80.221164","1087.84","No","Yes","C","2024-01-16","Yes","Yes","","Yes","","Yes","Yes","Yes","","","","","Yes","","","Yes","","","","Y","","Todd Jenard","Douglas Elliman (Wellington) (276530528)","Jackson Brittan","M B Real Estate Group Inc (276669232)",""
"RX-10924620","25","25","2587 Skipiks Way","3","0","","2023-10-03","3500000.00","E","","73404413000007170","2024-01-16","3225000.00","3001.00","4070.00","2023-11-10","","2004","2004","","Yes","","","Complete","Rare opportunity to step right into your new 5 acre turnkey farm just in time for season! 4/3+Den split bedroom floor plan w/Thermador appliances, expansive covered/screened patio, pizza oven, 12 stall barn (2019) with studio lounge, tack room, feed room, 4 covered wash stalls w/fans, additional storage building w/electric, water, RV hookups, & storage container. Ring is 175 x 110 w/large irrigation jets, can easily be enlarged to regulation dressage or larger, 6 irrigated paddocks, 2 separate gated entrances. Both tractors & drags, riding mower, jumps, & Theraplate included.  Major drainage work recently done to ring ($18K drain, ring laser graded to drain).  Hacking distance to 365 acre preserve at the end of the road as well as all Wellington bridle paths and WEF!","5520","","2.00","","RUSTIC RANCHES","Cash","33470","3.00","Wellington","N","Wellington High Sch","N","217800.00","No","13-44-40, NLY 314.81 FT OF S 2298.59 FT (LESS ELY 4639.72 FT) A/K/A LOT R-17 RUSTIC RANCHES PHASE II UNREC","","FL","2587","2022","16343.50","4","1.00","","","3500000.00","","","SF","26.64059","-80.314724","0.00","No","No","C","2024-01-16","","","","","","","","","Yes","","","","","","","","","","","N","","Jennifer Drahan","Keller Williams Realty - Welli (608305)","Kathleen Gannon","Fleur-De-Lis International Realty Inc (276537331)",""
"RX-10926701","63","63","2582 Bedford Mews Drive","2","1","","2023-10-11","600000.00","NW","","73414416080001050","2024-01-16","585000.00","2495.00","3214.00","2023-12-13","","1983","","","","","Partial","","Welcome home to this charming 3 bedroom, 2.5 bath townhome conveniently located in the subdivision of Bedford Mews. Enjoy the lake view from the open and spacious back patio. The home features front and back patios, kitchen with granite counter tops and SS appliances, and wet bar. Don't miss this opportunity!","5520","","2.00","","BEDFORD MEWS AT WELLINGTON","Convention","33414","2.10","Wellington","N","","M","4133.00","No","BEDFORD MEWS AT WELLINGTON LT 105","N","FL","2582","2022","2711.27","3","2.00","","","650000.00","","","TH","26.64601","-80.258565","300.00","No","No","C","2024-01-17","","Yes","","","","","","","","","","","","","","Yes","","","","N","","Michael Regan","Douglas Elliman (Wellington) (276530528)","Non Agent","Non-Member Selling Office (999999)",""
"RX-10935955","28","28","1727 Primrose Lane","2","0","","2023-11-13","629000.00","E","","73414404010710190","2024-01-17","615000.00","1966.00","2692.00","2023-12-11","","1984","","","","","","","Beautiful waterfront pool home, overlooking spacious equestrian properties. Large family room with vaulted ceiling, and wood-burning, brick fireplace. Large screen pool/patio that is great for entertaining. Beautiful large and fenced backyard, great for kids and pets! Close to the horse show grounds and local shopping centers.","5520","","2.00","","SUGAR POND MANOR OF WELLINGTON","Owner Fina","33414","2.00","Wellington","","Wellington High Sch","N","10001.00","Yes","Lot 19 Block 71","","FL","1727","2023","8374.42","3","1.00","","","639000.00","","","SF","26.656311","-80.272504","","No","Yes","C","2024-01-17","","","","","","","","","","","","","","","","Yes","","","","N","","Gregory Sadovic","London Foster Realty (LDNF01)","Krista Gaudio","Keller Williams Realty Jupiter (800307)",""
"RX-10935222","130","24","12697 Headwater Circle","3","1","","2023-11-10","900000.00","W","","73414403090140160","2024-01-17","845000.00","3495.00","4811.00","2023-12-13","","1980","","","Yes","","","","Reflecting the chic design and coastal vibes reminiscent of homes you'd spot within the pages of Architectural Digest, Coastal Living, and on HGTV, you'll be the envy of your friends in this tunning, contemporary designed residence nestled in the heart of Wellington. Beautifully crafted with charming architectural details and striking finishes throughout, this home is a modern blend of chic, contemporary architecture -- designed to satisfy any minimalist or art lover's desire --combined with comfortable and spacious living & entertainment areas throughout. From the sunken living room just off the open Dining Room and Gourmet Kitchen which comes complete with top-of-the line Stainless Steel LG appliances, and gorgeous quartz countertops, the home is an Entertainer's Delight","5520","","2.00","","ISLAND OF WELLINGTON","Cash","33414","3.10","Wellington","","Wellington High Sch","M","10799.00","Yes","ISLAND OF WELLINGTON LT 16 BLK 14","","FL","12697","2023","7726.52","4","2.00","","","900000.00","","","SF","26.666949","-80.248666","133.00","No","No","C","2024-01-17","","","","","","","","","Yes","","","","","","","Yes","","","","Y","","Connor Faroni","RE/MAX Prestige Realty/Wellington (802289)","David Fleisher","Keller Williams Realty Services (606001)",""
"RX-10921992","73","73","15700 Carrera Lane","4","0","","2023-09-23","900000.00","W","","73414407050000780","2024-01-16","850000.00","3045.00","4048.00","2023-12-05","","1999","","","Yes","Complete","","","Welcome to this beautiful 4 bedroom, 4 bathroom home perfectly located in a quiet cul-de-sac in gated Lakefield West. Enjoy relaxing evenings by the outdoor pool overlooking the golf course. In addition to the four bedrooms, the home features a large office, and formal dining area. The large floor plan gives you plenty of options to make this home your own.","5520","","3.00","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3A","Convention","33414","4.00","Wellington","N","Wellington High Sch","M","14611.00","Yes","LAKEFIELD OF THE LANDINGS AT WELLINGTON PL 3A LT 78","","FL","15700","2022","11682.70","4","1.00","","","900000.00","","","SF","26.658205","-80.294382","50.00","No","No","C","2024-01-17","","","","","","","","","Yes","","","","","","","","","","Yes","Y","Lakefield West","Michael Regan","Douglas Elliman (Wellington) (276530528)","Yulia Timpy","Partnership Realty Inc. (404692)",""
"RX-10914156","98","98","4166 Wellington Shores Drive","3","0","","2023-08-24","749900.00","W","","73414426020001130","2024-01-17","749000.00","2951.00","3814.00","2023-11-30","","2002","","","Yes","Complete","","","Welcome to the best lake view in the community! Experience an embrace of warmth and tranquility the moment you step into this captivating lake-view sanctuary within the coveted enclave of Wellington Shores.    Prepare to be enchanted by an updated kitchen that effortlessly marries functionality and style. Abundant cabinet space, a pantry that caters to your organizational aspirations, and a breakfast bar that beckons you to indulge in culinary creativity - all harmonize to craft an epicurean haven. As the kitchen seamlessly unfolds into the family room and breakfast nook, the ever-changing waterscape of the lake becomes your backdrop for shared moments and cherished memories.","5790","","3.00","","ORANGE GROVE","Convention","33449","3.00","Wellington","","Palm Beach Central","M","8162.00","No","ORANGE GROVE ESTATES LT 113","","FL","4166","2022","5296.32","5","2.00","","","787500.00","","","SF","26.618817","-80.224387","330.00","No","Yes","C","2024-01-17","Yes","Yes","","Yes","","","Yes","Yes","","","","","","","","Yes","","","","Y","Wellington Shores","Jeffrey Tricoli","KW Reserve Palm Beach (276576750)","Tari Carlson","Coldwell Banker Realty /Delray Beach (607050)",""
"RX-10938289","6","6","2881 Polo Island Drive","4","0","","2023-11-24","2500000.00","E","","73414416090000030","2023-11-30","2600000.00","3300.00","4024.00","2023-11-30","","1986","","","Yes","","Complete","","Welcome to the epitome of luxury living in the heart of Palm Beach Polo, where elegance and sophistication converge in this magnificent two-story residence. This stunning 3-bedroom, 4-bathroom home is a masterpiece of design and craftsmanship, featuring the master bedroom conveniently located on the main level for ultimate accessibility and privacy.  This suite features a  large bath where you can indulge in the opulence of a spa-like bathroom, adorned with high-end finishes and fixtures that create a tranquil retreat within your own home.    The kitchen, a culinary haven, boasts top-of-the-line Thermador appliances and a 6-burner gas range, catering to the culinary enthusiast's every need. With full impact windows throughout....","5520","","2.00","","Polo Island Of Palm Beach Polo And Country Club","Cash","33414","4.00","Wellington","","","N","11326.00","Yes","POLO ISLAND OF PALM BEACH POLO& COUNTRY CLUB WELLINGTON LT 3","","FL","2881","2023","18282.00","3","2.00","","","2500000.00","2.00","","SF","26.638891","-80.257046","","No","Yes","C","2024-01-18","Yes","Yes","","Yes","","Yes","Yes","Yes","","","","","","","","","","","Yes","Y","PALM BEACH POLO","Casey Flannery","Equestrian Sotheby's International Realty Inc. (802501)","Ann-Louise Cook","Illustrated Properties LLC (We (404291)",""
"RX-10875030","276","276","14235 Stroller Way","3","1","","2023-03-20","2975000.00","S","","73414420060000350","2024-01-19","2512500.00","3155.00","4116.00","2023-12-21","","1998","","","Yes","","Partial","Partial","This stunning 4 bedroom, 3.5 bathroom home in the highly sought-after Equestrian Club Estates is being offered fully furnished and move-in ready for season! As you enter the home, you will immediately be struck by the elegant design and attention to detail. The spacious living room is perfect for entertaining guests or relaxing with family, featuring large windows that fill the space with natural light. The master suite is a true oasis, offering a spacious bedroom with sitting area. The additional three bedrooms are generously sized and offer plenty of room for family and guests. Outside, you'll find a beautifully landscaped backyard with pool and spa. Don't miss your opportunity to own this spectacular home, just minutes away from the world-renowned equestrian venues of Wellington.","5520","","3.00","Yes","EQUESTRIAN CLUB ESTATES 2","Cash","33414","3.10","Wellington","","","M","8504.00","Yes","EQUESTRIAN CLUB ESTATES PL 2 LT 35","","FL","14235","2022","36992.70","4","1.00","","","3450000.00","","","SF","26.630209","-80.273775","867.00","No","Yes","C","2024-01-19","","","","","","","","Yes","","","","","","","","Yes","","","","Y","Equestrian Club Estates","Kristina Lloyd","Douglas Elliman (Wellington) (276530528)","Maria Mendelsohn","Douglas Elliman (Wellington) (276530528)",""
"RX-10918969","100","100","2873 Polo Island Drive","4","1","","2023-09-12","3250000.00","E","","73414416090000020","2024-01-19","2900000.00","4752.00","5399.00","2023-12-21","","1987","2023","","Yes","","Complete","","Indulge yourself for the season in this luxurious and fully renovated 4 bedroom, 4 bathroom home in the Polo Island neighborhood of the Polo Club. Natural light fills every corner of this ultra-modern home with high ceilings and an uninterrupted open flow design. Polished and sophisticated, the kitchen has been updated with top-of-the line appliances, a built-in Miele coffee maker, double islands with seating, and Quartz countertops. The elegant first floor master suite boasts a marvelous custom walk-in closet with an island, outdoor pool access, and an en-suite bathroom with a RH double vanity, walk-in shower, and a separate bathtub. This second floor of this wonderful home has 3 additional bedrooms with en-suites and offers another living space in the loft with a TV area and wine fridge","5520","","2.00","Yes","POLO ISLAND OF PALM BEACH POLO AND COUNTRY CLUB WE","Cash","33414","4.10","Wellington","","Wellington High Sch","M","11685.00","Yes","POLO ISLAND OF PALM BEACH POLO& COUNTRY CLUB WELLINGTON LT 2","","FL","2873","2022","19317.20","4","2.00","1","","3250000.00","1.00","","SF","26.63907","-80.257032","350.00","Yes","Yes","C","2024-01-19","","","","","","","","Yes","","","","","","","","","","","Yes","Y","Palm Beach Polo","Angela Peavy","Keller Williams Realty - Welli (608305)","Casey Flannery","Equestrian Sotheby's International Realty Inc. (802501)",""
"RX-10940399","7","7","14096 Aster Avenue","3","0","","2023-12-01","770000.00","SE","","73414404010510110","2024-01-18","785000.00","2452.00","3264.00","2023-12-15","","1993","2013","","Yes","Complete","","","Beautifully updated luxurious waterfront house in Wellington, the equestrian hub. This 5-bed, 3-bath home is a haven of modern comfort. Just moments from the renowned Winter Equestrian Festival (WEF). Enjoy 2,452 sqft of design, including a sleek kitchen with a huge island, 2 living rooms and opulent master suite.    Relax in the covered pool area overlooking the canal, exterior kitchen great for entertaining. Canal-fed sprinklers, No HOA, A-rated schools, Close proximity to equestrian events, polo, malls, dining, Palm Beach, and hospitals.    Don't miss this opportunity to own a renovated waterfront retreat in the heart of Wellington, where luxury seamlessly blends with lifestyle. Embrace the allure of exclusive living in this meticulously designed home","5520","","2.00","","SUGAR POND MANOR OF WELLINGTON","Convention","33414","3.00","Wellington","N","Wellington High Sch","N","10001.00","Yes","SUGAR POND MANOR OF WELLINGTONLT 11 BLK 51","Y","FL","14096","2023","4194.83","5","1.00","","","770000.00","","","SF","26.668469","-80.272271","","No","Yes","C","2024-01-20","","","","","","","","","","","","","","","","Yes","","","","N","","Tal Shaked","441 Realty LLC (801881)","Tal Shaked","441 Realty LLC (801881)",""
"RX-10939422","3","3","8051 Jolly Harbour Court","3","0","","2023-11-29","735000.00","S","","73424417030002280","2024-01-12","725000.00","2001.00","2907.00","2023-12-02","","2003","","","Yes","Complete","","","Welcome to waterfront luxury, with an entertainers paradise out back.  This 3 bedroom, 3 full bath home has undergone tasteful renovations, creating a comfortable and modern retreat.  The highlight is the expansive custom outdoor entertainment area, featuring automatic roll down screens, multiple TV's and a deluxe outdoor kitchen- a perfect blend of relaxation and sophistication.     The HOA includes- Comcast + ADT + Landscaping + pest control + exterior paint","5570","","2.00","","Villagewalk of Wellington","Convention","33414","3.00","Wellington","","Palm Beach Central","M","","No","VILLAGEWALK OF WELLINGTON PL 3 LT 228","","FL","8051","2023","5874.00","3","1.00","","","735000.00","","","SF","26.646725","-80.175916","548.00","No","Yes","C","2024-01-21","","","","Yes","","","Yes","","","","","","","","","","","","","Y","","Brandon Sargent","United Realty Group, Inc (276533552)","Allegra Hintz","Landarama Realty Inc. (407318)",""
"RX-10932803","4","4","1222 Mystic Way","2","0","","2023-11-02","575000.00","W","","73414410010260100","2023-12-21","575000.00","1521.00","2034.00","2023-11-09","","1976","2019","","Yes","","","","**Take a look at this beautiful 3 bedroom 2 bathroom West Palm Beach home located in the heart of Wellington! It boasts an amazing backyard with fruit-bearing mango & banana trees! The pool & patio overlook a beautifully landscaped backyard, and it sits on a large lot with NO HOA & NO CDD Fees. This hidden gem will go fast! Schedule your showing today!**","5520","","2.00","","SOUTH SHORE 1 OF WELLINGTON","Convention","33414","2.00","Wellington","","Westwood High School","N","10001.00","Yes","SOUTH SHORE NO 1 OF WELLINGTONLT 10 BLK 26","","FL","1222","2022","2977.59","3","1.00","","","575000.00","","","SF","26.664989","-80.240735","","No","No","C","2024-01-23","","","","","","","","","","","","","","","Yes","Yes","","","","N","","Non Member Listing Agent","Non Member Listing Office (777777)","Regla Rosario PA","Century 21 Stein Posner (802693)",""
"RX-10927544","47","47","8485 Yorke Road","3","0","","2023-10-14","824990.00","S","","73424417050005970","2024-01-23","800000.00","2520.00","3387.00","2023-11-30","","2004","","","Yes","","","Complete","Indulge in the sheer beauty of this 4 bedroom & 3 bathroom pool home in Villagewalk!  Stunning open layout floorplan that offers great living space and perfect natural light. You will love the upgraded wood laminate flooring that graces every corner of this home. Nestled in the heart of Wellington, it offers easy access to the excitement of polo events, shopping, and dining. The private pool, with its picturesque view of the lake, is simply breathtaking. You'll also benefit from the security of a gated community and have access to a superb clubhouse and an array of splendid amenities designed for the enjoyment of all residents. Great Wellington schools, shopping, and restaurants nearby!","5570","","2.00","","VILLAGEWALK OF WELLINGTON 4","Cash","33414","3.00","Wellington","","Palm Beach Central","M","10244.00","Yes","VILLAGEWALK OF WELLINGTON PL 4 LT 597","","FL","8485","2022","9850.67","4","1.00","","","824990.00","","","SF","26.638953","-80.184761","534.00","No","Yes","C","2024-01-23","Yes","Yes","","","","","Yes","Yes","","","","","","","","Yes","","","","Y","Villagewalk","Ryan Jennings","Keller Williams Realty - Welli (608305)","Milagros Taylor","The Keyes Company (407177)",""
"RX-10922151","93","93","1981 S Club Drive","3","0","","2023-09-25","1495000.00","E","","73414407050000970","2024-01-23","1400000.00","2661.00","3650.00","2024-01-06","","1997","","","Yes","","Complete","","Welcome home to the gated Lakefield West community, less than 3 miles to Wellington International and within the highly sought after Binks school district! This fully renovated, single-story home offers 4 bedrooms with oversized closets plus a spacious office/flex room, 3 full bathrooms, a large, saltwater pool and patio under new seamless screened enclosure, and all-impact windows and doors.  With a 2019 roof, westward-facing views for stunning sunsets over the water & manicured golf course, and ease of access to the desirable Wanderers Club, this is Florida living at its best. Make it yours in time for your next Winter season!","5520","","2.00","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3A","Cash","33414","3.00","Wellington","","","M","0.27","Yes","LAKEFIELD OF THE LANDINGS AT WELLINGTON PL 3A LT 97","","FL","1981","2022","10250.00","4","1.00","","","1495000.00","","","SF","26.656736","-80.292965","66.67","No","Yes","C","2024-01-23","","","","","","","","","Yes","","","","","","","","","","Yes","Y","","Lindsay Skalak","Keller Williams Realty - Welli (608305)","Jason Shinn","Triple Crown Properties (404652)",""
"RX-10938164","54","54","2091 Henley Place","3","1","","2023-11-22","1949900.00","NE","","73414409030000430","2024-01-22","1715000.00","3317.00","4468.00","2024-01-15","","1995","2021","","Yes","Partial","Partial","Partial","Discover Polo West Estates, surrounded by top-tier schools, parks, shopping, and dining. This updated home, nestled on a corner lot in a gated community, is a rare gem. Upon entry, be welcomed by 8-ft solid wood doors & travertine floors that grace the open, vaulted-ceiling floor plan. With a 3-way split bedroom layout, every inch is maximized. The chef's kitchen steals the show, featuring granite island, double fridges, wine cooler, and oven. Gather around the custom live-edge walnut table with banquette seating overlooking the inviting pool deck - truly an entertainer's dream! Step outside to your private oasis, embraced by mature landscaping and a fenced yard. Whether you love entertaining or crave solitude, this space has it all, with a rooftop solar system for minimal electric bills.","5520","","2.00","Yes","Polo West Estates","Cash","33414","3.10","Wellington","","Wellington High Sch","M","16079.00","Yes","GREENVIEW COVE OF WELLINGTON IN PB47P132 LT 43","","FL","2091","2022","10151.30","5","1.00","","","1949900.00","","","SF","26.650935","-80.258158","240.00","No","No","C","2024-01-24","","","","","","","","Yes","","","","","","","","","","","Yes","Y","","Darek Homel","Exit Realty Premier Elite (276580941)","Anna Niehaus","Keller Williams Realty - Welli (608305)",""
"RX-10942798","18","18","449 Goldenwood Way","2","0","","2023-12-12","625000.00","SE","","73414403140000080","2024-01-19","617850.00","1578.00","2106.00","2024-01-02","","1986","2003","","","","Complete","","Fabulous 3 bedroom 2 bathroom home in the highly sought after Tree Tops community of Wellington. The newly renovated home boasts full impact windows and doors throughout, high end finishings, appliances, floors, and cabinetry. This lovely home has a fully fenced backyard and is centrally located just minutes away from all Wellington horse show venues.","5520","","2.00","","TREE TOPS OF WELLINGTON","Cash","33414","2.00","Wellington","","Wellington High Sch","M","6073.00","No","TREE TOPS OF WELLINGTON LOT 8","","FL","449","2023","7008.00","3","1.00","","","625000.00","","","SF","26.67126","-80.246094","50.00","No","No","C","2024-01-24","","Yes","","","","","","","","","","","","","","Yes","","","","N","","Jeremy Greene","The Corcoran Group (276557806)","Abby Jones","Equestrian Sotheby's International Realty Inc. (802501)",""
"RX-10936933","32","32","2061 Futana Way","3","0","","2023-11-17","799900.00","E","","73424408060001260","2024-01-23","760000.00","2499.00","3366.00","2023-12-29","","2003","","","Yes","Partial","Partial","Partial","Look no further... this  4 Bedroom, 3 Bath pool home with stunning lake views is located in the sought after gated community of  Villagewalk. This highly desired Carlisle model offers a cozy front porch, formal living and dining rooms, family room and a 3 way split bedroom floorplan including a master suite with his and her bathroom, dual vanities, separate shower and large soaking tub. The second bedroom and bath are currently  set up with an additional living room/den providing its own private suite area. The third split is located off the family room and includes 2 bedrooms, a bath and laundry room. The heart of the home, the kitchen has 42''in white cabinetry with modifications and pullouts, quartz counters, stainless appliances and overlooks a beautifully appointed family room...","5570","","2.00","","VILLAGEWALK OF WELLINGTON 2","Convention","33414","3.00","Wellington","","","M","8259.00","Yes","VILLAGEWALK OF WELLINGTON PL 2 LT 126","","FL","2061","2023","6268.76","4","1.00","","","825000.00","","","SF","26.64998","-80.179318","534.00","No","Yes","C","2024-01-24","Yes","Yes","Yes","Yes","","","Yes","Yes","","","","","","","","Yes","","","","Y","","Denise West","Keller Williams Realty - Welli (608305)","Melissa Borriello","Keller Williams Realty - Welli (608305)",""
"RX-10923582","56","56","11355 Pond View Drive D203","3","0","","2023-09-29","625000.00","S","","73414414020042030","2024-01-24","550000.00","1760.00","1760.00","2023-12-11","","1979","2017","","Yes","","","","ALL ASSESSMENTS PAID IN FULL, INCLUDING RECENT POA ASSESSMENT OF $11,764.   Beautifully done 3 bedroom/3 bath 2nd floor condo being sold Fully Furnished/Turnkey! All newly remodeled baths, new flooring, new AC, water heater, lighting fixtures, freshly painted! This is a great place to spend the winter equestrian season! Close to all equestrian venues, shopping and dining.. don't miss this one!  Coffee table does not convey.","5520","","0.00","Yes","GOLF COTTAGES 2 CONDO","Cash","33414","3.00","Wellington","","","M","0.00","No","GOLF COTTAGES NO 2 COND BLDG D UNIT 203","","FL","11355","2022","5805.98","3","2.00","","","625000.00","2.00","D203","CD","26.649605","-80.227097","854.21","Yes","No","C","2024-01-24","Yes","Yes","","Yes","","Yes","","Yes","","","","","","","","","","","","Y","Palm Beach Polo","Jennifer Drahan","Keller Williams Realty - Welli (608305)","Michelle Boussinot","Douglas Elliman (Wellington) (276530528)",""
"AX-11475771","43","43","649 Spinnaker Court","2","","","2023-10-25","369900.00","N","","73414403070000020","2024-01-25","350000.00","1047.00","1512.00","2023-12-07","","1978","","","Yes","","","","Modivated seller just reduced $10,000 2 bedroom beautiful villa in wellington, your chance to live in a Very private villa fully fenced backyard and front ,community pool area with view of lake wellington, this home has a new a c unit installed in 2022, villa has porcelain tiles thru-out including closets and bathrooms freshly painted, move in condition . come live in this well kept village, A+ schools, great restaurants , green market in season, and close to international polo club. jump on turnpike and 195 via southern Blvd. Hurry this unit won't last!!! low home owners association closing to take place at Omega National Title pembroke pines submit offers to listing agent","5520","","2.00","","tallpine ph 11","Convention","33414","2.00","Wellington","","Wellington","M","","No","TALLPINES PH II LT 2","","FL","649","2022","4725.00","2","1.00","","","389900.00","1.00","","VL","26.670507","-80.247178","220.00","","No","C","2024-01-25","","Yes","","","","","","","","","","","","","","","","","","","","Annette Melvin","Beachfront Realty Inc (SEFROBR01)","Janice Forbes","Partnership Realty Inc. (404692)",""
"RX-10937524","22","22","13731 Staimford Drive","2","0","","2023-11-20","789900.00","SE","","73414409020090150","2024-01-25","745000.00","2468.00","3180.00","2023-12-31","","1989","2006","","Yes","Complete","","","Beautifully maintained 4 bedroom 2 bathroom pool home in Chatsworth Village.  Open floor plan with fenced yard, and full set up for boat or RV!  Lake access canal. Many upgrades to this home including 8 security cameras with recorder and App access, whole house tankless water heater, whole house surge protector, new pool salt system, pump, pool heater, diamond bright and pool tiles, led changing lights for spa, pool controller with app access, new electronic sprinkler valves and control box, landscape lighting, garage door opener with app access, newer microwave and stove, light control through Alexa, App controlled thermostat for AC and front door keyless entry.  Accordion hurricane shutters and 250 gallon underground propane tank for generator.  (Generator negotiable)  See more!","5520","","2.00","","Greenview Shores","Cash","33414","2.00","Wellington","","Wellington High Sch","N","","Yes","Greenview Shores No 2 of Wellington Lot 15 Blk 9","Y","FL","13731","2023","6468.00","4","1.00","","","799900.00","","","SF","26.657306","-80.263573","","No","Yes","C","2024-01-25","","","","","","","","","","","","","","","","","","","Yes","N","","Kristina Bayer","LAER Realty Partners Bowen/Wellington (802198)","Steve Levin","The Keyes Company (SEFKEYE36)",""
"AX-11450203","104","104","8205 Laborie Lane","3","","","2023-09-07","675000.00","NE","","73424417030002850","2024-01-26","632500.00","2001.00","2687.00","2023-12-20","","2004","","","Yes","","","Complete","This stunning lakefront home sits on a cul-de-sac providing its future residents with 3 bedrooms plus Den/3 full bathrooms, 2 car garage, with screened patio & swimming pool overlooking the lake. There is wood floors in the common areas and bedrooms, with ceramic tiles in the kitchen. Huge laundry room equipped with sink and cabinets. The VillageWalk is a resort style community with Clubhouse, fitness center, pickle ball, tennis courts, 2 swimming pools, cafe, restaurant and 6 miles of jogging or biking trails. **We are minutes away from A-rated schools, stores, restaurants, and around the corner from the equestrian world. **","5520","","2.00","","VILLAGEWALK OF WELLINGTON","Cash","33414","3.00","Wellington","","Palm Beach Central","M","7308.00","Yes","VILLAGEWALK OF WELLINGTON PL 3 LT 285","","FL","8205","2022","8770.00","3","1.00","","","710000.00","","","SF","26.64451","-80.177856","469.00","","Yes","C","2024-01-26","Yes","Yes","","Yes","","","Yes","","","","","","","","","Yes","","","","","","Elisabet Milian","Florida Realty of Miami Corp (SEFFROM01)","Shelley Kerschner","RE/MAX Prestige Realty/Wellington (802289)",""
